reviewText,overall,sentiment,word_len,char_len
"I dunno if it's a bad copy or what but When I try to transfer files like 2GB or 3GB it doesn't copy! It ejects itself and then mounts itself again. I had to transfer all my songs from my PC through Airdroid which was a pain in the a$$ I can't transfer movies from my PC and by the way I tried formatting it and checking for some errors but same issue but I can move smaller files like 20MB or soVery disappointing especially for such price!UPDATE: Now I have more problems! My phone tells me every now and then that the ""SD card was unexpectedly removed"" and I tried on other phones with the same problem",1.0,Negative,118,604
Lighting fast card and very well priced. came with backup software that allows your phone to be backed up to either a cloud service or to the sd card.,5.0,Positive,29,150
"SCAN  DISK 32 GB MICROSDHC  C10/UHS 1 MEMORY CARD WITH ADAPTER WORKS WELL FOR ITS PURPOSE,PLEASEDWITH PRODUCT NAME BRAND.AAAAAAAA++++++++",5.0,Positive,19,137
"16gb is a good amount for what I use it for and SanDisk is #1 fir sd cards, I'm satisfied.",4.0,Positive,20,90
"Not much to say about the product , there is no configuration needed.it works out of the box, no need to format it unless if you want to.Speed? The tablet processor speed and the card make it impossible for you to see any delay. I am recommand it for anybody that have burchase those 16 GB tablet or phone. Specially if you have pictures and musics that you need to keep. The market carries 64 GB and up so make your best judgment and save.",5.0,Positive,85,440
"I thought this was a sure winner from the average 4.5+ rating with thousands of reviews.  But if you notice the bad reviews involve the card becoming unreliable after a couple weeks of use. Typically people write reviews shortly after receiving the product.  My card worked fine for 2 weeks and then started having problems.  I re-formatted the card, re-inserted in the phone, removed the battery, every trick I could read about but the card still remained unreliable and the phone was thinking it was being removed at random times.  So I stuck my olders, slower 8GB microSD card in, worked fine.I suspect one or both is happening with this card:(a) Some cards are defective but it takes some usage for them to start failing to where the user notices.(b) For some reason, this brand of card doesn't like certain devices, like my Samsung Galaxy S3My guess is I got a lemon, but I'm not chancing it to getting another one and will just move on to another reputable brand.""You get what you pay for"" may be applicable here.  But a lot of others did have success with this card.  So YMMV.",1.0,Negative,192,1083
"Ive had the card for over a month, using it in my Samsung Galaxy Note 10.1.I filled the card with a few TV shows and movies to watch on the go, as well as many PDFs and MS Word Docs.The MS Word and PDF files often get corrupted after use. THe larger files seem to stay intact. I moved the smaller files into the internal storage and havent had problem since.Im hoping Sandisk has a decent return policy.",1.0,Negative,78,403
"I purchased Sandisk because i thought it was the most reliable name brand out there. I have a Galaxy S3 and purchased this 32GB card to handle all my photo's and movies. I'd say over the last 4 months I haven't been using the storage for more than just photo's and the occasional movie. The device just failed on me yesterday, losing all my photo's and files. Thank goodness for DropBox auto-photo upload otherwise i would of permanently lost my photos.I actually went back to the Amazon branded microSD card (16GB) which is about as fast and so far, way more reliable than sandisk. I can't beleive a sandisk card failed, I'm probably going to RMA the unit and hope they send me a better unit. You can guarantee that i'm going to burn in the card to make sure there's no errors.I gave it one star because you think you pay a premium for a premium product. You expect it to be as near flawless as possible.",1.0,Negative,168,905
"This thing definitely improved performance over the standard card. Transferring music, videos and pictures seem so much more seemless than they were before. Prior to this card, I had a 16GB standard microSD card that just felt like forever transferring data back and fourth from my phone. I recommend this to anyone who uploads a lot of music and videos onto their mobile devices! Transfer rates make up for the slightly higher cost!",5.0,Positive,73,433
"This card does not work on droid razr phones. Whenever I try to transfer files on the card, it makes the phone freeze completely. I have tried every possibility to get this to work, but this type of card is worthless because it does not work due to its high capacity on phones. Every workaround I have tried to get this card to work, it still causes my phone to freeze.",1.0,Negative,71,369
